States,year,quarter,District,trans_counts,amount
Haryana,2021,4,Mahendragarh District,4181692,9914590329.515892
Haryana,2021,4,Hisar District,6193863,16081687128.15365
Haryana,2021,4,Karnal District,5416815,11527031601.801609
Haryana,2021,4,Fatehabad District,1625730,4609405749.168196
Haryana,2021,4,Palwal District,7384842,13860018394.65787
Haryana,2021,4,Charkhi Dadri District,1043359,3067273214
Haryana,2021,4,Ambala District,4375829,8691950949.003767
Haryana,2021,4,Rewari District,8487387,15492946892.60811
Haryana,2021,4,Panchkula District,2002888,3658626137.798519
Haryana,2021,4,Bhiwani District,3472532,10151556217.95707
Haryana,2021,4,Sirsa District,2446496,6559405966.752363
Haryana,2021,4,Mewat District,6907605,14906046920.12625
Haryana,2021,4,Panipat District,7419868,16276012822.87931
Haryana,2021,4,Gurugram District,56754843,69593103272.65858
Haryana,2021,4,Kaithal District,1588180,4762264446.440141
Haryana,2021,4,Kurukshetra District,4001894,8695022744.013264
Haryana,2021,4,Jhajjar District,4815717,10582723986.27637
Haryana,2022,1,Yamunanagar District,2253333,4786194824
Haryana,2022,1,Sonipat District,9614092,19484490398.321854
Haryana,2022,1,Jind District,2576211,7336008430.987074
Haryana,2022,1,Rohtak District,6268896,14421297234.328161
Haryana,2022,1,Faridabad District,25918817,42896865210.61576
Haryana,2022,1,Mahendragarh District,4634666,10481118324.31175
Haryana,2022,1,Hisar District,7216543,18068574001.48486
Haryana,2022,1,Karnal District,6097787,12324299905
Haryana,2022,1,Fatehabad District,1857156,5055875001.302255
Haryana,2022,1,Palwal District,8401353,15280812571.295761
Haryana,2022,1,Charkhi Dadri District,1198361,3394984317.1234503
Haryana,2022,1,Ambala District,4660808,8760751717.308666
Haryana,2022,1,Rewari District,9346086,16678823765.176481
Haryana,2022,1,Panchkula District,2183923,3869505496.2218204
Haryana,2022,1,Bhiwani District,3961445,10910190978.31655
Haryana,2022,1,Sirsa District,2831725,7379924149.999417
Haryana,2022,1,Mewat District,8788025,17806136968.70602
Haryana,2022,1,Panipat District,9264902,19020193908.56442
Haryana,2022,1,Gurugram District,63282822,77508209556.89508
Haryana,2022,1,Kaithal District,1752259,4991707455.869148
Haryana,2022,1,Kurukshetra District,4494806,9312857727.477526
Haryana,2022,1,Jhajjar District,5384593,11535220709.655289
Haryana,2022,2,Yamunanagar District,2726028,5530827750.428615
Haryana,2022,2,Sonipat District,11943138,22987659569.92809
Haryana,2022,2,Jind District,3043047,8415027257.794131
Haryana,2022,2,Rohtak District,7714114,16685032554.576132
Haryana,2022,2,Faridabad District,30409719,48406473821.004944
Haryana,2022,2,Mahendragarh District,5525636,11861770615.02047
Haryana,2022,2,Hisar District,8798889,20864338832.46772
Haryana,2022,2,Karnal District,7462000,14355989091.566261
Haryana,2022,2,Fatehabad District,2150031,5634767483.027428
Haryana,2022,2,Palwal District,9782307,17323076797.70682
Haryana,2022,2,Charkhi Dadri District,1432206,3932766336.636679
Haryana,2022,2,Ambala District,6192518,10618896839.332031
Haryana,2022,2,Rewari District,11224593,19046645607.85733
Haryana,2022,2,Panchkula District,2677014,4456867627
Haryana,2022,2,Bhiwani District,4742369,12775972575.885199
Haryana,2022,2,Sirsa District,3313264,8249933481.5586815
Haryana,2022,2,Mewat District,10609222,20575618595.50345
Haryana,2022,2,Panipat District,10820296,21066063900.647213
Haryana,2022,2,Gurugram District,79880852,92145454120.45726
Haryana,2022,2,Kaithal District,2058838,5739157316.646477
Haryana,2022,2,Kurukshetra District,5673323,11097243348.70733
Haryana,2022,2,Jhajjar District,6520558,13464451725.444479
Haryana,2022,3,Yamunanagar District,3301355,6133608086.146572
Haryana,2022,3,Sonipat District,16738938,29152136081.76558
Haryana,2022,3,Jind District,3980057,9507339927.814547
Haryana,2022,3,Rohtak District,9939686,18965127888.07128
Haryana,2022,3,Faridabad District,31002825,46163415393.39194
Haryana,2022,3,Mahendragarh District,6121120,12093049366
Haryana,2022,3,Hisar District,15314209,30005386061.11854
Haryana,2022,3,Karnal District,9139842,16912349321.59309
Haryana,2022,3,Fatehabad District,2655690,6105812008.823677
Haryana,2022,3,Palwal District,11032395,17956834811.92096
Haryana,2022,3,Charkhi Dadri District,1905318,4437299973.7091055
Haryana,2022,3,Ambala District,6086047,10116706967.312641
Haryana,2022,3,Rewari District,12015067,19436985212.741524
Haryana,2022,3,Panchkula District,3163399,5091947798.204769
Haryana,2022,3,Bhiwani District,5766666,13530980795.26213
Haryana,2022,3,Sirsa District,3534343,8047893249.892181
Haryana,2022,3,Mewat District,10832560,19134475751.35768
Haryana,2022,3,Panipat District,13837300,24633921100.885292
Haryana,2022,3,Gurugram District,87103856,99360193857.46599
Haryana,2022,3,Kaithal District,2421074,6088867214.3334255
Haryana,2022,3,Kurukshetra District,5217298,10020415182.250599
Haryana,2022,3,Jhajjar District,8252765,15159748528.048512
Haryana,2022,4,Yamunanagar District,3466371,6908891031.202131
Haryana,2022,4,Sonipat District,17683407,32605509131.38688
Haryana,2022,4,Jind District,4569840,11512394906.15567
Haryana,2022,4,Rohtak District,14350357,27248544247.19378
Haryana,2022,4,Faridabad District,33161524,49923713557.162994
Haryana,2022,4,Mahendragarh District,6486647,13766606940.21063
Haryana,2022,4,Hisar District,16862076,34368965296.500374
Haryana,2022,4,Karnal District,12214724,23383107604.30776
Haryana,2022,4,Fatehabad District,4022738,8995759822.121244
Haryana,2022,4,Palwal District,13114018,21856737361.77354
Haryana,2022,4,Charkhi Dadri District,2645352,6130087693.0272875
Haryana,2022,4,Ambala District,7963628,13826073864.167881
Haryana,2022,4,Rewari District,13324092,22585777499.591312
Haryana,2022,4,Panchkula District,3484454,5413495938.537835
Haryana,2022,4,Bhiwani District,6808665,16552856640.695541
Haryana,2022,4,Sirsa District,3999862,9396522426
Haryana,2022,4,Mewat District,11181774,20507941017.88488
Haryana,2022,4,Panipat District,12217738,23682687583.53793
Haryana,2022,4,Gurugram District,92493335,107046551341.7809
Haryana,2022,4,Kaithal District,2779368,7328533737
Haryana,2022,4,Kurukshetra District,5165029,10664712701.05904
Haryana,2022,4,Jhajjar District,8653366,16785189539
Himachal Pradesh,2018,1,Solan District,118881,146873607.4169529
Himachal Pradesh,2018,1,Sirmaur District,37721,43579534.40144637
Himachal Pradesh,2018,1,Shimla District,54161,84375526.97610706
Himachal Pradesh,2018,1,Bilaspur District,21880,20215586.70712164
Himachal Pradesh,2018,1,Hamirpur District,32709,37506250.25
Himachal Pradesh,2018,1,Una District,39070,48375221.95801557
Himachal Pradesh,2018,1,Kangra District,62061,83269925.39
Himachal Pradesh,2018,1,Kullu District,23978,36599342.90480824
Himachal Pradesh,2018,1,Mandi District,44169,50308276.31329341
Himachal Pradesh,2018,1,Lahul And Spiti District,335,441404.9147610669
Himachal Pradesh,2018,1,Chamba District,41138,69091183.95337541
Himachal Pradesh,2018,1,Kinnaur District,5815,8101945.186458489
Himachal Pradesh,2018,2,Solan District,166516,254576422.91686353
Himachal Pradesh,2018,2,Sirmaur District,53040,77059907.62248288
Himachal Pradesh,2018,2,Shimla District,82195,162202102.5969314
Himachal Pradesh,2018,2,Bilaspur District,30705,41392933.96
Himachal Pradesh,2018,2,Hamirpur District,41507,63207300.3
Himachal Pradesh,2018,2,Una District,51637,81025669.33
Himachal Pradesh,2018,2,Kangra District,97426,172859755.3158103
Himachal Pradesh,2018,2,Kullu District,39948,96624850.44143352
Himachal Pradesh,2018,2,Mandi District,58415,85994890.16
Himachal Pradesh,2018,2,Lahul And Spiti District,774,1438357.7915857893
Himachal Pradesh,2018,2,Chamba District,55922,125825520.9471192
Himachal Pradesh,2018,2,Kinnaur District,9610,20961589.97908257
Himachal Pradesh,2018,3,Solan District,229164,373018057.43223625
Himachal Pradesh,2018,3,Sirmaur District,78762,124334576.9989431
Himachal Pradesh,2018,3,Shimla District,109765,261701779.3946317
Himachal Pradesh,2018,3,Bilaspur District,37993,56133326.96672872
Himachal Pradesh,2018,3,Hamirpur District,58022,90529572.12
Himachal Pradesh,2018,3,Una District,73766,150521417.2722559
Himachal Pradesh,2018,3,Kangra District,123560,243834956.63139293
Himachal Pradesh,2018,3,Kullu District,40813,95127772.88091436
Himachal Pradesh,2018,3,Mandi District,74604,128941896.3065133
Himachal Pradesh,2018,3,Lahul And Spiti District,972,2922830.176216326
Himachal Pradesh,2018,3,Chamba District,44858,190977335.4683498
Himachal Pradesh,2018,3,Kinnaur District,14475,35997911.206382945
Himachal Pradesh,2018,4,Solan District,347191,577618789.1056865
Himachal Pradesh,2018,4,Sirmaur District,122707,199344353.8
Himachal Pradesh,2018,4,Shimla District,156832,396860638.04644364
Himachal Pradesh,2018,4,Bilaspur District,51395,92955686.23996082
Himachal Pradesh,2018,4,Hamirpur District,76300,146948802.4068125
Himachal Pradesh,2018,4,Una District,110312,222928340.6712972
Himachal Pradesh,2018,4,Kangra District,187764,414603049.98790735
Himachal Pradesh,2018,4,Kullu District,64285,157752014.9
Himachal Pradesh,2018,4,Mandi District,109661,203827486.0118657
Himachal Pradesh,2018,4,Lahul And Spiti District,1015,2322169.334039093
Himachal Pradesh,2018,4,Chamba District,63298,160650916.9830967
Himachal Pradesh,2018,4,Kinnaur District,17123,45486720.66048766
Himachal Pradesh,2019,1,Solan District,626201,733453989.2236599
Himachal Pradesh,2019,1,Sirmaur District,174812,238804557.77733693
Himachal Pradesh,2019,1,Shimla District,363648,708861957.1918447
Himachal Pradesh,2019,1,Bilaspur District,73141,109483745.6606721
Himachal Pradesh,2019,1,Hamirpur District,126323,189186708.1
Himachal Pradesh,2019,1,Una District,151550,232335414.52680328
Himachal Pradesh,2019,1,Kangra District,266655,478900506.5331108
Himachal Pradesh,2019,1,Kullu District,92009,187262819
Himachal Pradesh,2019,1,Mandi District,167637,287549707.5047521
Himachal Pradesh,2019,1,Lahul And Spiti District,897,2325335.6414572285
Himachal Pradesh,2019,1,Chamba District,104811,170503559.1379142
Himachal Pradesh,2019,1,Kinnaur District,21034,42813142.63781583
Himachal Pradesh,2019,2,Solan District,481957,783011937.8847647
Himachal Pradesh,2019,2,Sirmaur District,127208,220885809.9785686
Himachal Pradesh,2019,2,Shimla District,807095,1698682743.2090461
Himachal Pradesh,2019,2,Bilaspur District,68748,128917341.5279548
Himachal Pradesh,2019,2,Hamirpur District,150149,270178390.1615547
Himachal Pradesh,2019,2,Una District,105685,189321647.9190805
Himachal Pradesh,2019,2,Kangra District,295433,591536935
Himachal Pradesh,2019,2,Kullu District,129068,331174039.3782863
Himachal Pradesh,2019,2,Mandi District,245467,464902888.7725107
Himachal Pradesh,2019,2,Lahul And Spiti District,1324,3494809.084068289
Himachal Pradesh,2019,2,Chamba District,62922,128008869.0060637
Himachal Pradesh,2019,2,Kinnaur District,27250,65768561.738205254
Himachal Pradesh,2019,3,Solan District,563580,919355818.0941985
Himachal Pradesh,2019,3,Sirmaur District,154972,258531496.72755852
Himachal Pradesh,2019,3,Shimla District,695970,1981429213.7026682
Himachal Pradesh,2019,3,Bilaspur District,88416,142694743.7
Himachal Pradesh,2019,3,Hamirpur District,187716,301844559.3146769
Himachal Pradesh,2019,3,Una District,134630,227364592.32322842
Himachal Pradesh,2019,3,Kangra District,373339,645470163.0699662
Himachal Pradesh,2019,3,Kullu District,146216,316994313.5845799
Himachal Pradesh,2019,3,Mandi District,262386,545822136.9
Himachal Pradesh,2019,3,Lahul And Spiti District,3227,6393534.6480257325
Himachal Pradesh,2019,3,Chamba District,87489,151224161.2850334
Himachal Pradesh,2019,3,Kinnaur District,37239,74894047.69871384
Himachal Pradesh,2019,4,Solan District,693523,1168760137.463309
Himachal Pradesh,2019,4,Sirmaur District,190673,324766028.2612977
Himachal Pradesh,2019,4,Shimla District,900252,2553513821.214033
Himachal Pradesh,2019,4,Bilaspur District,114888,204391757.7059823
Himachal Pradesh,2019,4,Hamirpur District,258323,429776009.8441242
Himachal Pradesh,2019,4,Una District,173510,293924768.3295568
Himachal Pradesh,2019,4,Kangra District,492277,877780658.3
Himachal Pradesh,2019,4,Kullu District,204518,442222672.10257477
Himachal Pradesh,2019,4,Mandi District,332554,678830304.0119475
Himachal Pradesh,2019,4,Lahul And Spiti District,4141,8457290.813101089
Himachal Pradesh,2019,4,Chamba District,111755,196209094.0899575
Himachal Pradesh,2019,4,Kinnaur District,40232,92530995.16
Himachal Pradesh,2020,1,Solan District,821088,1293083622
Himachal Pradesh,2020,1,Sirmaur District,240485,386990850.0342259
Himachal Pradesh,2020,1,Shimla District,1115491,2725598845.039497
Himachal Pradesh,2020,1,Bilaspur District,144278,226926312.0178226
Himachal Pradesh,2020,1,Hamirpur District,247878,312050564.8
Himachal Pradesh,2020,1,Una District,208785,305641992.3840707
Himachal Pradesh,2020,1,Kangra District,569437,836283217.4197669
Himachal Pradesh,2020,1,Kullu District,245803,451467537.5665263
Himachal Pradesh,2020,1,Mandi District,357222,582031760.1284182
Himachal Pradesh,2020,1,Lahul And Spiti District,6942,9701822.890865188
Himachal Pradesh,2020,1,Chamba District,139862,213171894.7803222
Himachal Pradesh,2020,1,Kinnaur District,47209,76518331.99
Himachal Pradesh,2020,2,Solan District,808170,1165900725.2493389
Himachal Pradesh,2020,2,Sirmaur District,281385,405760136.7626385
Himachal Pradesh,2020,2,Shimla District,1090361,2702081598.4635773
Himachal Pradesh,2020,2,Bilaspur District,191375,284432330.0313782
Himachal Pradesh,2020,2,Hamirpur District,283099,412476792.9
Himachal Pradesh,2020,2,Una District,271636,407244006.04930556
Himachal Pradesh,2020,2,Kangra District,800587,1148113744.701294
Himachal Pradesh,2020,2,Kullu District,211730,311597474.9
Himachal Pradesh,2020,2,Mandi District,476844,764632316.6
Himachal Pradesh,2020,2,Lahul And Spiti District,15943,25815249.01271619
Himachal Pradesh,2020,2,Chamba District,195242,282218981.7534903
Himachal Pradesh,2020,2,Kinnaur District,69358,126631406.1399989
Himachal Pradesh,2020,3,Solan District,1025251,1684944862.952114
Himachal Pradesh,2020,3,Sirmaur District,327646,558556837.7
Himachal Pradesh,2020,3,Shimla District,1285819,3273522193.695003
Himachal Pradesh,2020,3,Bilaspur District,202526,342802524.6465794
Himachal Pradesh,2020,3,Hamirpur District,330684,570857451.2158681
Himachal Pradesh,2020,3,Una District,351065,649892231.6889068
Himachal Pradesh,2020,3,Kangra District,874419,1454881898.970782
Himachal Pradesh,2020,3,Kullu District,256926,493361636.4825508
Himachal Pradesh,2020,3,Mandi District,510105,917547335
Himachal Pradesh,2020,3,Lahul And Spiti District,25549,48465700.86848286
Himachal Pradesh,2020,3,Chamba District,219469,362005461.9674266
Himachal Pradesh,2020,3,Kinnaur District,80417,159215878.85280618
Himachal Pradesh,2020,4,Solan District,1429031,2365446849.233446
Himachal Pradesh,2020,4,Sirmaur District,443100,785448896.1147674
Himachal Pradesh,2020,4,Shimla District,1481567,3532549313.262061
Himachal Pradesh,2020,4,Bilaspur District,275513,518335916.86632514
Himachal Pradesh,2020,4,Hamirpur District,431123,781165089.0953673
Himachal Pradesh,2020,4,Una District,449443,882226488.1512836
Himachal Pradesh,2020,4,Kangra District,1184008,2119401487.8765101
Himachal Pradesh,2020,4,Kullu District,468786,964080436.8492869
Himachal Pradesh,2020,4,Mandi District,671714,1247938155.7973921
Himachal Pradesh,2020,4,Lahul And Spiti District,29377,52449015.71120784
Himachal Pradesh,2020,4,Chamba District,304032,507880011.3589191
Himachal Pradesh,2020,4,Kinnaur District,104634,232131448.49633548
Himachal Pradesh,2021,1,Solan District,1415611,2334165842.866145
Himachal Pradesh,2021,1,Sirmaur District,451501,789668056.7
Himachal Pradesh,2021,1,Shimla District,1871647,3621617004.9139824
Himachal Pradesh,2021,1,Bilaspur District,256578,504967322.04915637
Himachal Pradesh,2021,1,Hamirpur District,416499,720857278.5633022
Himachal Pradesh,2021,1,Una District,490374,941158055.3202168
Himachal Pradesh,2021,1,Kangra District,1122291,2006571077.113485
Himachal Pradesh,2021,1,Kullu District,550514,1212317567.807122
Himachal Pradesh,2021,1,Mandi District,659769,1258330265.840951
Himachal Pradesh,2021,1,Lahul And Spiti District,22364,43174794.32590587
Himachal Pradesh,2021,1,Chamba District,273886,510880053.0153753
Himachal Pradesh,2021,1,Kinnaur District,82995,176839591.02058092
Himachal Pradesh,2021,2,Solan District,1658067,2575741414.5946493
Himachal Pradesh,2021,2,Sirmaur District,567339,922354065.2120935
Himachal Pradesh,2021,2,Shimla District,2474329,4402623044
